gene.name,SGDID,GeneSymbol,GeneLength,BiologicalProcess,MolecularFunction,CellularComponent,essentiality,cln3.1,clb2.1,alpha0,alpha14,alpha21,alpha28,alpha35,alpha42,alpha49,alpha56,alpha63,alpha70,alpha77,alpha84,alpha98,alpha105,alpha112,alpha119,cdc28_0,cdc28_10,cdc28_20,cdc28_30,cdc28_40,cdc28_50,cdc28_60,cdc28_70,cdc28_80,cdc28_90,cdc28_100,cdc28_120,elu0,elu30,elu60,elu90,elu120,elu150,elu180,elu210,elu240,elu270,elu300,elu330,elu360,elu390
YAR008W,S000000066,SEN34,828,tRNA splicing,tRNA-intron endonuclease activity,mitochondrial outer membrane,1,0.06,-0.42,-0.35,0.47,0.39,0.17,-0.18,-0.21,-0.08,-0.36,-0.08,-0.2,0.5,0.05,-0.11,0.3,-0.21,NA,-1.04,0.29,1.45,0.67,-0.06,-0.5,-0.49,-0.83,-0.41,0.32,0.7,0.85,0.1,-0.34,-0.14,-0.27,0.29,0.69,0.08,0.12,0.03,0.01,0.42,-0.46,-0.41,-0.12
YAR009C,NA,NA,NA,NA,NA,NA,0,0.4,0.25,0.96,0.58,0.55,0.46,0.42,0.61,-0.74,0.43,-0.98,0.32,-0.95,0.2,0.27,-0.78,0.18,-0.91,-0.35,-0.87,-0.02,-0.51,0.64,-0.9,0.26,-0.29,-0.74,1.48,0.35,-0.52,0.5,0.18,0.41,0.18,-0.03,0.15,-0.25,-0.41,-0.07,-0.13,-0.15,-0.01,-0.28,-0.09
YAR010C,NA,NA,NA,NA,NA,NA,0,0.72,-0.23,0.23,0.21,0.19,0.11,0.22,0,0.36,-0.28,0,-0.51,-0.01,-0.34,-0.14,0.16,-0.21,-0.19,0.29,-0.4,-0.05,-0.11,0.18,-0.77,0.04,-0.03,-0.47,-0.21,0.23,-0.16,0.52,0.1,0.16,0.03,0.26,-0.04,-0.34,-0.37,-0.01,0.08,-0.39,0.13,-0.32,0.19
YAR014C,S000000069,BUD14,2124,cellular morphogenesis during vegetative growth,NA,bud neck,0,-0.01,-0.12,0,-0.42,-0.1,-0.23,-0.23,0,0.22,-0.11,NA,-0.11,0.17,-0.08,-0.13,0.58,0.22,0.54,0.06,-0.34,0.38,0.1,0.48,-0.28,0.26,0.11,0.01,0.04,-0.11,0.26,-1.08,0.11,NA,-0.23,0,-0.25,-0.15,0.36,0.35,0.51,-0.18,0.2,-0.05,0.42
YAR015W,S000000070,ADE1,921,purine nucleotide biosynthesis,phosphoribosylaminoimidazolesuccinocarboxamide synthase activity,cytoplasm,0,-1.29,0.07,0,0.06,-0.2,-0.33,-0.63,-0.3,-0.21,0.51,0.13,-0.12,0.09,-0.23,0.17,0.46,0.17,0.04,-0.13,-0.29,0.38,0.41,0.63,-0.15,0.21,0.11,-0.36,0.05,-0.34,-0.13,-0.13,0.07,NA,0.09,0.25,-0.5,-0.21,-0.04,0.02,0.26,-0.02,0.34,-0.01,-0.14
YAR018C,S000000071,KIN3,1308,chromosome segregation,protein kinase activity,NA,0,-0.25,1.82,-0.46,-0.06,-0.76,-0.7,-0.79,-0.2,-0.06,0.82,0.36,0.68,-0.13,0.2,0.04,0.57,0.17,0.53,-0.4,-0.99,-1.06,-0.75,-0.61,-0.76,0.71,1.49,1.36,0.44,0.26,-0.36,-0.68,-0.56,-0.59,-0.27,-0.36,-0.71,-0.29,0.21,0.59,0.71,0.19,0.75,0.46,0.54
YAR019C,S000000072,CDC15,2925,protein amino acid phosphorylation,protein kinase activity,bud neck,1,0.26,0.57,0.18,0,0.26,-0.1,0.05,0.28,0.28,0.4,-0.3,-0.2,-0.07,-0.02,0.07,-0.14,-0.2,-0.36,0.55,-0.29,-0.29,-0.01,0.13,-0.81,-0.21,0.29,0.16,0.45,0.17,0.17,0.62,0.15,0,0.15,0.03,-0.38,-0.02,-0.19,-0.41,0.31,-0.13,-0.06,-0.25,0.19
YAR020C,S000000073,PAU7,168,NA,NA,NA,0,0.34,0.29,-0.19,-0.13,0.5,-0.15,-0.34,0.01,-0.34,-0.08,0.12,0.19,-0.1,-0.07,NA,0.57,0,0.06,-0.24,-0.59,0.15,-0.13,0.08,-0.66,0.06,-0.07,-0.42,1.43,0.33,-0.08,-0.22,0.22,-0.6,0.09,-0.33,-0.13,0.03,0.28,0.3,0.14,-0.18,0.22,-0.07,0.25
YAR027W,S000000075,UIP3,708,NA,NA,nuclear membrane,0,1.4,NA,0.4,0.05,-0.05,-0.09,-0.19,0.13,0.12,-0.19,0.28,0.09,0.21,-0.17,NA,-0.02,-0.73,0.08,0.22,-0.27,-0.31,-0.35,-0.59,-0.46,0.11,-0.01,-0.16,0.63,0.34,0.21,1.19,0.12,0.41,-0.41,-0.64,-0.43,-0.49,-0.03,-0.05,-0.14,-0.28,0.29,0.19,0.26
YAR028W,S000000076,NA,705,NA,NA,NA,0,0.11,-0.25,0.33,0.14,-0.14,0.13,-0.07,0.15,0.14,-0.02,-0.21,-0.07,-0.12,-0.01,0.24,-0.27,0.47,-0.36,-0.45,-0.31,-0.31,-0.21,-0.09,0.31,0.37,0.42,0.16,-0.2,-0.16,0.27,1.54,-0.04,-0.06,-0.43,-0.07,-0.25,-0.21,-0.09,-0.09,-0.21,-0.07,0.16,0.06,-0.23
YAR031W,S000000078,PRM9,897,vesicle organization and biogenesis,NA,plasma membrane,0,0.26,0.6,1.63,-0.33,-0.39,-0.35,-0.27,0.06,0.02,-0.02,0.25,-0.15,-0.02,-0.18,NA,0.12,-0.09,-0.01,0.78,0.09,0.31,-0.06,0.59,-0.06,0.34,-0.03,-0.1,-0.37,0.01,0.13,0.77,0.11,0.21,-0.11,-0.36,-0.38,-0.36,-0.04,-0.09,-0.02,-0.07,0.18,-0.25,0.39
YAR033W,S000000079,MST28,705,vesicle organization and biogenesis,protein binding,endoplasmic reticulum,0,-0.43,0.01,0.91,-0.24,-0.02,-0.18,-0.08,-0.01,0.15,-0.04,-0.02,-0.42,-0.01,-0.1,-0.1,0.15,0.02,-0.1,0.31,-0.55,-0.73,-0.54,0.33,-0.26,-0.04,0.09,-0.04,0.03,-0.03,0.17,1.22,0.24,0.18,-0.13,-0.45,-0.31,-0.25,-0.25,-0.25,-0.23,-0.04,0.04,0.29,-0.04
YAR035W,S000000080,YAT1,2064,alcohol metabolism,carnitine O-acetyltransferase activity,mitochondrion,0,0.49,0.55,-0.3,0.02,0.19,-0.28,-0.11,0,0.27,-0.09,0.24,-0.03,0.13,0.08,-0.15,0.05,-0.44,0.21,-0.74,-0.86,0.06,0.12,0.94,0.08,0.45,0.26,-0.12,0.79,0.04,-0.35,-0.27,0.12,-0.58,-0.45,-0.41,-0.25,-0.17,0.31,0.4,0.04,0.04,0.18,0.56,0.48
YAR037W,NA,NA,NA,NA,NA,NA,0,-0.06,0,0.09,0.26,-0.07,0.2,-0.19,0.03,0.22,NA,0.32,-0.41,-0.03,-0.1,0.14,0.12,-0.15,0.18,0.02,0.55,-1.15,0.18,1.1,NA,0.44,-1.15,NA,NA,NA,NA,-0.08,0.36,-0.39,-0.82,-0.79,-0.9,-0.24,0.28,0.75,0.33,0.06,0.65,0.67,0.14
YAR040C,NA,NA,NA,NA,NA,NA,0,0.31,0.41,0.03,0.14,0.13,0.15,-0.21,0.06,0.19,-0.13,0.05,-0.14,-0.01,-0.02,-0.02,-0.08,0.01,-0.04,-2,NA,0.59,0.32,NA,NA,NA,NA,-0.41,NA,-0.41,NA,-0.02,0.01,-0.31,-0.56,-0.62,-0.44,-0.11,0.47,0.5,0.02,0.01,0.39,0.56,0.09
YAR042W,S000000081,SWH1,3567,NA,NA,NA,0,1.56,-0.34,-0.04,0.17,-0.26,0.12,-0.17,0.04,0.3,-0.04,0.21,0.04,0.27,-0.23,-0.04,0.15,-0.1,-0.1,1.01,-0.38,-0.5,0.44,-0.76,-2.08,0.01,-0.27,0.38,0.62,0.92,0.01,0.37,-0.12,-0.63,-0.33,-0.4,-0.18,-0.33,-0.17,0.37,0.32,0.07,0.65,-0.05,0.43
YAR043C,NA,NA,NA,NA,NA,NA,0,1.95,0.5,0.01,0.24,-0.12,-0.06,-0.09,0.06,0.01,-0.1,0.15,-0.07,0.2,-0.12,-0.12,0.05,0.04,-0.02,NA,-1.37,-1.05,-0.56,-0.78,-1.78,0.22,0.63,0.22,1.16,NA,1.22,0.33,-0.26,0.28,-0.47,-0.09,-0.24,-0.15,0.01,0.21,-0.07,0.05,0.2,0.13,0.06
YAR044W,NA,NA,NA,NA,NA,NA,0,1.48,0.33,-0.09,-0.1,0.1,-0.05,-0.05,0.04,-0.05,-0.19,0.08,-0.1,0.17,-0.22,-0.01,0.05,-0.01,0.51,0.33,-0.43,-0.37,-0.46,-0.35,-0.68,0.57,0.3,0.25,0.04,0.23,0.48,0.22,-0.24,-0.48,-0.35,-0.31,-0.44,-0.09,-0.09,0.45,0.4,-0.4,0.68,0.55,0.12
YAR047C,NA,NA,NA,NA,NA,NA,0,-0.23,0.25,-0.14,0.16,0.57,-0.01,-0.12,-0.18,-0.12,-0.1,0.38,-0.09,0.23,-0.14,0.43,-0.05,0.2,-0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36,-0.09,-0.36,0.23,0.31,0.06,0.14,-0.11,-0.03,-0.14,0.2,0.53,-0.48,0.11
YAR050W,S000000084,FLO1,4614,flocculation (sensu Saccharomyces),mannose binding,cell wall (sensu Fungi),0,0.06,0.08,0.09,0.15,0.05,0.21,-0.13,0.11,0.02,-0.08,0.61,-0.36,0.05,0.02,0.09,0.05,-0.11,-0.95,-0.97,-0.11,-0.34,-0.41,0.3,0.41,0.57,0.69,0.53,0.11,-0.2,0.06,-0.48,-0.36,-0.32,-0.38,0.05,-0.04,-0.15,0.15,0.42,0.5,-0.06,0.31,0.25,0.1
YAR052C,NA,NA,NA,NA,NA,NA,0,-0.54,2.01,0.12,0,0.29,-0.19,-0.07,0.11,-0.03,0.21,-0.25,-0.28,0.03,0.15,0.23,-0.15,0.23,-0.15,-0.5,-0.16,0.28,-0.21,-0.13,0.43,0.12,0.38,0.12,0.3,-0.08,0.1,0,-0.11,-0.03,0.19,0,-0.07,0.18,0.18,-0.23,-0.16,0.03,-0.12,-0.11,0.23
YAR060C,NA,NA,NA,NA,NA,NA,0,0.03,0.51,-0.07,0.22,0.16,0.2,-0.06,-0.2,0.22,-0.17,-0.1,-0.25,0.46,-0.09,-0.27,0.06,0.02,0.02,0.62,NA,-0.08,-1.27,0.06,-0.14,0.31,-1.27,0.27,0.4,0.66,0.12,-0.11,-0.27,0,-0.18,-0.12,0.21,0.09,-0.04,0.23,-0.07,0.44,-0.23,0.06,0
YAR061W,S000000087,NA,204,NA,NA,NA,0,0.28,-0.47,-0.07,0.18,0.16,-0.04,0.06,-0.21,-0.18,-0.14,-0.41,-0.25,0.19,-0.09,-0.04,-0.01,0.16,0.57,0.43,-0.69,-0.24,-0.57,0.07,-0.18,0.47,0.24,0.45,-0.78,0.37,0.6,-0.27,-0.01,-0.07,-0.16,-0.12,0.21,-0.03,-0.16,0.12,0.08,0.23,0.23,0.32,-0.36
YAR062W,S000000088,NA,597,NA,NA,NA,0,1.12,0.6,-0.1,-0.08,0.14,-0.24,-0.13,0,-0.19,-0.08,0.21,-0.36,0.26,0.08,NA,0.4,0.11,0.14,0.68,-1.08,-0.19,0.22,0.13,-0.46,-0.08,0.08,-0.19,-0.25,-0.13,0.61,-1.14,-0.31,1.2,-0.38,-0.46,-0.38,-0.14,0.27,0.07,0.27,-0.11,0.36,0.32,0.42
YAR064W,S000000089,NA,300,NA,NA,NA,0,0.63,-0.15,0.08,-0.14,0.58,-0.34,NA,0,0.81,-0.22,NA,-0.29,NA,0.08,-0.29,NA,-0.04,NA,0.05,-0.87,0.18,-0.63,0.15,-0.41,0.21,0.1,-0.41,0.37,0.64,0.34,0.24,0.19,0.26,-0.12,0.06,0.08,-0.14,-0.04,-0.71,0.16,-0.1,0,-0.21,0.31
YAR068W,S000000091,NA,486,NA,NA,NA,0,1.24,NA,0.18,-0.46,-0.16,-0.48,-0.14,-0.09,-0.1,-0.43,-0.07,-0.4,0.12,0.62,0.61,0.59,0.28,0.14,-0.15,-0.11,0.34,0.42,0.54,-0.29,0.14,0,-0.38,0.2,-0.03,-0.04,0.44,-0.23,-0.12,-0.2,-0.33,-0.52,-0.5,0.36,0.07,0.48,-0.35,0.16,0.3,0.45
YAR069C,NA,NA,NA,NA,NA,NA,0,0.38,0.1,-0.14,0.03,0.06,-0.33,0.02,-0.09,1.25,0.3,0.05,-0.39,0.28,0.02,-0.57,0.06,-0.17,-0.09,0.56,0.22,0.16,0.05,0.11,-0.32,0.29,0.15,0.01,0.24,0.18,0.05,0.25,-0.13,0.31,0.07,0.05,0.27,0.27,0.07,-0.23,-0.18,-0.08,-0.21,-0.62,0.17
YAR070C,NA,NA,NA,NA,NA,NA,0,0,-0.12,0.1,0.26,0,-0.19,-0.25,0.13,-0.03,-0.13,-0.19,0.23,-0.03,0.47,NA,0.23,0.1,-0.11,0.92,0.7,0.34,0.58,-0.06,-0.25,0.32,0.25,-0.03,-0.5,-0.42,-0.09,0.26,-0.22,-0.05,0.2,-0.26,-0.2,-0.46,0.04,-0.07,-0.34,1.66,-0.08,-0.38,-0.12
YAR071W,S000000094,PHO11,1404,phosphate metabolism,acid phosphatase activity,extracellular,0,-0.86,2.79,-1.35,-0.22,-0.38,-0.65,-0.79,0.02,0.6,1.38,1.59,1.03,0.99,0.11,-0.86,-0.41,-0.2,0.41,NA,-0.57,-0.32,-0.87,-0.91,-1.65,-0.28,0.15,-0.05,1.54,0.6,-0.13,-1.02,1.11,0.34,0.18,0.16,0.09,0.16,-0.25,-0.41,-0.09,0.08,0,-0.32,-0.02
YAR073W,S000000095,IMD1,1212,NA,NA,NA,0,-0.6,0.65,0.07,-0.71,-0.54,-0.57,-0.57,-0.16,0.35,0.04,0.43,0,0.43,0.02,0.04,1.02,0.21,0.4,-0.53,-0.14,0.53,-0.09,-0.08,-0.26,0.45,0.11,-0.14,0.45,-0.3,-0.01,-1.62,-0.84,0.06,0.12,0.12,0.33,0.25,0.62,0.19,0.58,0.24,0.16,-0.24,0.06
YAR074C,NA,NA,NA,NA,NA,NA,0,-0.79,1.23,0.03,-0.52,-0.42,-0.26,-0.38,0.06,0.12,0.27,0.03,0.07,0.24,0.13,-0.03,0.67,-0.03,0.57,-0.6,0.05,0.2,-0.07,0.05,-0.18,0.18,0.15,0.03,0.09,-0.01,0.06,-1.28,-0.33,-0.22,0,0.42,0.52,0.13,0.27,0.23,0.43,0.13,0.14,-0.26,-0.17
YBL001C,S000000097,ECM15,315,cell wall organization and biogenesis,NA,cytoplasm,0,-0.47,0.6,-1.22,-1.26,0.2,0.28,0.3,0.42,0.17,-0.01,0.21,-0.48,-0.05,0.26,0.34,0.35,0.05,0.04,0.08,0.13,0.58,-0.15,-0.05,-0.46,0.15,-0.16,-0.35,0.68,-0.12,-0.41,-0.33,-0.35,0.02,-0.47,-0.32,-0.11,-0.14,0.77,0.2,0.17,-0.16,0.29,0.21,0.22
YBL002W,S000000098,HTB2,396,chromatin assembly or disassembly,DNA binding,nuclear nucleosome,0,1.17,-0.94,-2.06,-1.64,-0.21,1.21,0.69,0.85,0.43,-0.32,-0.77,-1.1,-0.02,0.88,1.29,1.29,0.16,0,-2.01,-1.25,0.37,0.82,1.09,-0.37,-0.22,-0.35,-0.91,-0.4,0.48,NA,-1.63,-1.22,-1.11,-0.58,0.11,0.72,1.18,0.89,0.87,0.42,0.54,0.59,-0.13,-0.65
YBL003C,S000000099,HTA2,399,chromatin assembly or disassembly,DNA binding,nuclear nucleosome,0,1.3,-0.51,-1.61,-1.09,-0.55,0.98,1.14,0.9,0.43,-0.41,-0.38,-1.18,-0.16,0.77,1.17,1.3,0.05,-0.09,-0.82,-1.21,0.32,0.46,0.96,-0.53,0.09,-0.28,-0.78,-0.09,0.3,0.15,-1.63,-0.68,0.04,-0.94,-0.34,0.43,0.55,1.03,0.81,0.54,0.39,0.45,-0.06,-0.59
YBL004W,S000000100,UTP20,7482,processing of 20S pre-rRNA,snoRNA binding,cytoplasm,1,-0.01,-0.04,-0.71,-0.55,-0.28,0.41,NA,0.38,0.2,0.07,-0.05,-0.32,0.23,0.34,0.6,NA,-0.14,0.11,-0.57,0.33,0.19,-0.35,0.53,-0.01,0.41,0.38,0.13,-0.04,-0.28,0.02,-0.8,-0.67,-0.32,0.12,0.01,0.31,0.89,0.45,0.66,0.19,-0.15,0.27,-0.67,-0.3
YBL005W,S000000101,PDR3,2931,regulation of transcription from Pol II promoter,DNA binding,cytoplasm,0,1.28,0.46,0.15,0.17,0.29,0.08,0.09,-0.07,-0.02,0.18,0.17,-0.34,0.01,-0.42,-0.15,0.07,-0.17,0.16,0.42,0.75,0.45,0.03,0.12,-0.48,-0.15,-0.05,-0.16,-0.15,-0.4,-0.22,0.29,-0.21,0.31,0.06,0.07,0.02,-0.06,-0.06,-0.01,0.03,-0.43,-0.04,-0.06,0.1
YBL005W-A,NA,NA,NA,NA,NA,NA,0,-0.1,0.29,0.66,0.05,0.23,0.18,-0.16,0.09,NA,-0.07,-0.01,-0.24,0.15,-0.26,-0.01,-0.13,-0.25,0.09,0.85,-0.07,-0.07,0.41,-0.61,-0.69,0.27,0.23,-0.05,-1.27,-0.02,0.55,0.27,-0.44,0.1,0.17,0.39,-0.35,-0.18,-0.22,0.32,-0.02,-0.33,0.21,0.01,0.05
YBL005W-B,NA,NA,NA,NA,NA,NA,0,-0.62,0.45,-0.09,0.19,0.02,-0.22,-0.1,-0.06,-0.04,0.16,0.2,-0.24,0.15,-0.31,0.05,0.09,0.1,0.08,-0.38,-0.6,0.05,-0.34,0.41,-0.87,0.15,-0.12,-0.69,1.27,0.26,-0.4,0.52,-0.32,-0.29,0.37,0.07,-0.02,-0.2,-0.18,0.27,-0.1,-0.12,0.17,-0.25,0.09
YBL008W,S000000104,HIR1,2523,regulation of transcription from Pol II promoter,transcription corepressor activity,nucleus,0,0.11,0.18,-0.42,-0.14,0.12,-0.14,-0.01,0.08,0.09,-0.01,0.32,0.23,0.12,0.11,-0.3,0.87,-0.3,0.15,0.21,0.33,0.58,-0.1,0.24,0.22,-0.15,0.57,0.22,-0.38,0.06,0.28,-0.39,1.63,-0.51,-0.37,0.38,-0.08,0.05,0.28,-0.34,-0.07,-0.05,-0.25,-0.2,-0.07
YBL009W,S000000105,NA,2031,meiosis,protein serine/threonine kinase activity,nucleus,0,0.56,0.38,-0.8,-0.06,0.27,0.51,0.17,0.3,-0.01,-0.29,0.06,-0.15,0.43,0.25,0.43,-0.04,0.07,-0.1,-1.14,-0.6,0.47,0.49,0.4,0.48,0.69,0.21,0.07,-0.6,-0.24,0.55,-0.68,-0.83,-0.3,-0.54,0.12,0.74,0.51,0.52,0.46,0.56,-0.19,0.07,-0.22,-0.22
YBL010C,S000000106,NA,843,NA,NA,clathrin-coated vesicle,0,0.34,0.12,-0.28,0.3,-0.14,0.02,-0.14,-0.07,-0.2,0,-0.49,0.07,0.05,0.04,0,-0.14,-0.01,0.38,-0.66,-0.04,0.92,0.09,-0.16,-0.05,-0.43,0.07,0.13,0.1,0.39,0.42,-0.91,0.01,-0.44,-0.03,0.3,0.16,0.29,0.49,0.11,0.19,-0.14,0.09,-0.18,0.06
YBL011W,S000000107,SCT1,2280,phospholipid biosynthesis,glycerol-3-phosphate O-acyltransferase activity,endoplasmic reticulum,0,0.43,0.01,-0.48,0.08,0.07,0,0.04,0.1,0,-0.05,0.12,-0.24,0.21,-0.16,0,0.47,0.32,0.04,-0.74,-0.08,0.19,-0.25,0.27,-0.04,0.22,0.03,-0.01,0.07,0.12,0.12,-0.83,-0.77,-0.51,-0.56,-0.31,0.25,0.13,0.56,0.45,0.44,0.12,0.37,0.58,0.08
YBL012C,NA,NA,NA,NA,NA,NA,0,0.79,0.21,-0.34,0.05,-0.46,0.05,-0.06,0.12,0.39,-0.21,0.14,-0.3,0.2,-0.04,-0.14,0.24,0.27,0.12,NA,NA,0.29,-0.71,0.41,0.17,0.29,NA,NA,NA,0.29,0.88,-0.61,-0.42,-0.25,-0.21,-0.11,0.11,0.35,0.17,0.24,0.16,0.12,0.44,-0.08,0.07
YBL013W,S000000109,FMT1,1206,translational initiation,methionyl-tRNA formyltransferase activity,mitochondrion,0,0.3,-0.3,-0.24,0.07,-0.11,-0.17,-0.11,-0.15,0.36,-0.15,0.19,-0.22,0.04,-0.28,-0.13,-0.13,0.26,0.37,1.29,-1.03,0.29,0.55,-1.03,NA,NA,NA,-2.03,NA,NA,NA,-0.2,-0.2,-0.22,-0.26,-0.28,0.18,-0.12,0.45,0.28,0.02,-0.09,0.31,-0.12,0.27
YBL015W,S000000111,ACH1,1581,acetate metabolism,acetyl-CoA hydrolase activity,mitochondrion,0,0.83,1.14,-0.26,0.06,-0.2,-0.01,0.03,-0.01,-0.18,-0.18,0.41,-0.2,0.32,0.2,-0.04,0.4,-0.42,0.03,0.24,-0.65,-0.22,0.06,0.51,-0.12,-0.33,-0.11,0,0.32,0.23,0.16,-0.82,-0.17,-0.16,-0.11,-0.76,-0.54,-0.31,0.57,0.66,0.41,-0.16,0.52,0.66,0.21
YBL016W,S000000112,FUS3,1062,protein amino acid phosphorylation,MAP kinase activity,cytoplasm,0,-0.25,-0.09,2.31,-0.76,-0.85,-0.48,-0.1,-0.45,0.36,-0.65,-0.43,-0.26,0.1,0.05,0.02,0.37,-0.3,0.41,0.28,-0.36,-0.03,-0.07,0.31,-0.29,0.04,0.22,0.02,0.14,0.03,0.02,-0.8,-0.05,-0.02,0.08,0.37,-0.02,0.03,0.14,0.19,0.04,-0.16,0.18,-0.19,0.21
YBL017C,S000000113,PEP1,4740,protein-vacuolar targeting,signal sequence binding,Golgi apparatus,0,0.73,0.11,-0.18,-0.23,0.42,-0.08,-0.34,-0.28,0.07,0.11,-0.08,0.14,-0.16,-0.14,NA,0.61,-0.23,0.13,-0.09,-0.06,-0.31,-0.45,0.19,-0.37,0.06,0.03,-0.15,0.36,0.1,0.01,-0.18,-0.18,-0.03,0.45,-0.37,-0.39,-0.21,0.23,0.29,0.5,-0.23,0.24,-0.15,0.02
YBL018C,S000000114,POP8,477,rRNA processing,ribonuclease P activity,ribonuclease MRP complex,1,-0.29,-0.32,-0.06,-0.26,-0.27,-0.03,0.28,0.1,0.86,-0.06,-0.12,-0.26,0.1,0.06,-0.05,-0.33,0.1,0.34,-0.04,0.14,0.55,0.23,0.37,-0.32,0.22,0.11,-0.18,-0.02,-0.39,-0.12,-0.21,0.1,0.02,0.09,0.28,0.07,0.21,0.04,-0.17,-0.17,0.93,-0.49,-0.4,-0.29
YBL019W,S000000115,APN2,1563,DNA repair,phosphodiesterase I activity,nucleus,0,0.4,0.26,-0.04,NA,0.08,-0.28,-0.32,-0.01,-0.07,-0.42,0.26,0.46,0.08,-0.01,NA,0.45,-0.4,0.04,0.58,0.55,0.34,-0.03,0.05,-0.66,-0.04,0.48,0.19,-0.34,0.02,-0.23,0.21,-0.25,0.05,0.47,-0.01,-0.1,0.16,-0.05,-0.1,-0.03,-0.05,0.12,-0.39,-0.05
YBL020W,S000000116,RFT1,1725,N-linked glycosylation,oligosaccharide transporter activity,endoplasmic reticulum membrane,1,0.16,-0.17,0.29,-0.39,-0.12,-0.05,NA,0.16,0.3,-0.05,-0.15,NA,0.17,0.21,0.14,0.46,-0.18,NA,-0.23,0.14,0.18,0.2,0.01,-0.17,0.02,0.14,0.27,-0.13,-0.1,0.42,-0.8,-0.43,-0.39,0.39,0.19,0.24,0.28,0.24,-0.01,0.26,0.43,0.18,-0.33,-0.27
YBL022C,S000000118,PIM1,3402,proteolysis and peptidolysis,ATP-dependent peptidase activity,mitochondrial matrix,0,0.98,0.2,-0.1,0.05,-0.1,0.03,-0.21,0.15,0.12,-0.05,0,-0.05,0.26,-0.22,-0.28,0.6,-0.08,0.21,0.17,0.24,-0.37,-0.87,-0.47,-0.26,-0.1,-0.18,-0.02,0.46,0.42,0.37,-0.08,0.21,-0.1,-0.18,-0.35,-0.16,0.02,0.07,0.2,0.21,-0.19,0.07,0.09,0.21
YBL023C,S000000119,MCM2,2607,DNA replication initiation,chromatin binding,cytoplasm,1,0.29,1.18,-0.32,0.31,0.11,-0.67,-1.01,-0.56,0.13,0.33,1.08,0.61,0.69,0.14,-0.67,0.22,-0.37,0.6,-1.04,0.13,0.51,-0.44,-0.88,-0.32,0.21,0.95,1.07,0.47,0.38,-0.13,-0.91,-0.6,0.09,0.34,0.17,0.21,0.29,0.28,0.11,0.31,0.13,0.25,-0.62,-0.05
YBL024W,S000000120,NCL1,2055,tRNA methylation,tRNA (cytosine-5-)-methyltransferase activity,nucleus,0,-0.79,-0.2,0.12,-0.17,-0.61,-0.06,-0.32,0.23,0.02,0.32,0.12,0.18,-0.08,-0.06,0.48,-0.08,0.34,-0.19,-0.62,0.19,0.6,-0.28,0.04,-0.19,0.44,0.06,-0.15,0.45,-0.14,-0.26,-0.4,-0.51,-0.26,0.43,0.03,0.58,0.39,-0.06,0.14,0.2,-0.33,0.2,-0.08,-0.33
YBL025W,S000000121,RRN10,438,transcription from Pol I promoter,RNA polymerase I transcription factor activity,RNA polymerase I upstream activating factor complex,0,-0.01,0.34,-0.15,-0.05,NA,-0.07,-0.09,0.21,0.13,0.12,0.2,-0.47,-0.18,0.2,-0.42,0.33,-0.15,0.26,0.5,-0.6,-0.25,-0.35,0.36,-0.08,0.23,0.35,0.15,-0.48,-0.17,0.28,-0.58,-0.41,0.38,-0.26,0.18,-0.1,-0.03,0.36,0.36,0.04,-0.03,0.27,-0.44,0.27
YBL026W,S000000122,LSM2,416,nuclear mRNA splicing via spliceosome,pre-mRNA splicing factor activity,small nuclear ribonucleoprotein complex,1,-0.54,-0.27,0.17,-0.22,-0.61,0.05,-0.18,0.19,0.16,0.15,-0.1,0.08,-0.02,-0.01,0.08,0.46,-0.12,0.25,0.26,-0.3,-0.21,-0.17,0.57,-0.14,0.28,0.16,-0.22,0.18,-0.19,-0.27,-0.01,-0.07,-0.26,1.18,0.01,-0.11,-0.18,0.11,0.03,-0.17,-0.17,0.11,-0.26,-0.2
YBL027W,S000000123,RPL19B,954,protein biosynthesis,structural constituent of ribosome,cytosolic large ribosomal subunit (sensu Eukarya),0,-0.92,0.58,-0.03,0,-0.24,-0.15,-0.28,-0.01,-0.34,0.15,0.42,-0.08,-0.03,0.02,0.18,0.33,0.27,0.21,0.03,-0.39,0.33,-0.13,0.6,-0.65,0.12,-0.05,-0.48,-1.54,0.55,-0.33,-1.12,-0.31,0.16,-0.26,0.32,0.57,0.14,0.62,0.33,0.08,-0.1,-0.16,-0.12,-0.16
YBL028C,S000000124,NA,321,NA,NA,nucleus,0,-0.71,0.21,0.1,-0.69,-0.29,-0.31,-0.03,0.11,0.48,0.08,0.07,-0.23,0.07,-0.03,0.21,0.21,0.44,0.33,-0.35,-0.25,0.12,-0.25,0.33,-0.47,0.19,0.1,-0.24,0.56,-0.26,-0.22,-0.73,0.02,0.04,0.59,0.72,0.74,0.19,0.02,-0.2,-0.14,0.18,-0.38,-0.6,-0.45
YBL029W,S000000125,NA,1131,NA,NA,cytoplasm,0,-0.71,0.4,0.13,0.34,-0.54,0.17,0.01,-0.07,0.04,0.02,-0.31,-0.22,-0.22,0.13,-0.07,-0.24,0.17,0.39,0.08,-0.43,-0.57,-0.27,0.46,0.17,0.59,0.53,0.11,-0.16,-0.59,-0.12,0.17,0.17,0.1,-0.05,0.1,-0.01,-0.31,-0.24,0.29,-0.24,-0.17,0.05,-0.05,0.16
